0	1
1	2
2	3
3	3
4	4
5	6
6	7
7	7
8	8
9	8
10	9
11	11
12	12
13	12
14	13
15	13
16	14
17	16
18	17
19	17
20	18
21	18
22	19
23	21
24	22
25	22
26	23
27	23
28	24
29	26
30	27
31	27
32	27
33	29
34	30
35	30
36	31
37	31
38	32
39	34
40	35
41	35
42	36
43	36
44	37
45	39
46	40
47	39
48	39
49	40
50	40
51	41
52	43
53	44
54	44
55	45
56	45
57	46
58	48
59	49
60	49
61	50
62	50
63	51
64	53
65	54
66	54
67	55
68	55
69	56
70	58
71	59
72	59
73	60
74	60
75	61
76	63
77	64
78	64
79	64
80	66
81	67
82	67
83	68
84	68
85	69
86	71
87	72
88	72
89	73
90	73
91	74
92	76
93	77
94	76
95	76
96	77
97	77
98	78
99	80
100	81
101	81
102	82
103	82
104	83
105	85
106	86
107	86
108	87
109	87
110	88
111	90
112	91
113	91
114	92
115	92
116	93
117	95
118	96
119	96
120	97
121	97
122	98
123	100
124	101
125	101
126	101
127	103
128	104
129	104
130	105
131	105
132	106
133	108
134	109
135	109
136	110
137	110
138	111
139	113
140	114
141	113
142	113
143	114
144	114
145	115
146	117
147	118
148	118
149	119
150	119
151	120
152	122
153	123
154	123
155	124
156	124
157	125
158	127
159	128
160	128
161	129
162	129
163	130
164	132
165	133
166	133
167	134
168	134
169	135
170	137
171	138
172	138
173	138
174	140
175	141
176	141
177	142
178	142
179	143
180	145
181	146
182	146
183	147
184	147
185	148
186	150
187	151
188	150
189	150
190	151
191	151
192	152
193	154
194	155
195	155
196	156
197	156
198	157
199	159
200	160
201	160
202	161
203	161
204	162
205	164
206	165
207	165
208	166
209	166
210	167
211	169
212	170
213	170
214	171
215	171
216	172
217	174
218	175
219	175
220	175
221	177
222	178
223	178
224	179
225	179
226	180
227	182
228	183
229	183
230	184
231	184
232	185
233	187
234	188
235	187
236	187
237	188
238	188
239	189
240	191
241	192
242	192
243	193
244	193
245	194
246	196
247	197
248	197
249	198
250	198
251	199
252	201
253	202
254	202
255	203
256	203
257	204
258	206
259	207
260	207
261	208
262	208
263	209
264	211
265	212
266	212
267	212
268	214
269	215
270	215
271	216
272	216
273	217
274	219
275	220
276	220
277	221
278	221
279	222
280	224
281	225
282	224
283	224
284	225
285	225
286	226
287	228
288	229
289	229
290	230
291	230
292	231
293	233
294	234
295	234
296	235
297	235
298	236
299	238
300	239
301	239
302	240
303	240
304	241
305	243
306	244
307	244
308	245
309	245
310	246
311	248
312	249
313	249
314	249
315	251
316	252
317	252
318	253
319	253
320	254
321	256
322	257
323	257
324	258
325	258
326	259
327	261
328	262
329	261
330	261
331	261
332	263
333	264
334	264
335	265
336	265
337	266
338	268
339	269
340	269
341	270
342	270
343	271
344	273
345	274
346	274
347	275
348	275
349	276
350	278
351	279
352	279
353	280
354	280
355	281
356	283
357	284
358	284
359	285
360	284
361	286
362	287
363	287
364	288
365	288
366	289
367	291
368	292
369	292
370	293
371	293
372	294
373	296
374	297
375	296
376	296
377	297
378	297
379	298
380	300
381	301
382	301
383	302
384	302
385	303
386	305
387	306
388	306
389	307
390	307
391	308
392	310
393	311
394	311
395	312
396	312
397	313
398	315
399	316
400	316
401	317
402	317
403	318
404	320
405	321
406	321
407	321
408	323
409	324
410	324
411	325
412	325
413	326
414	328
415	329
416	329
417	330
418	330
419	331
420	333
421	334
422	333
423	332
424	333
425	333
426	333
427	333
428	334
429	334
430	335
431	337
432	338
433	338
434	339
435	339
436	340
437	342
438	343
439	343
440	344
441	344
442	345
443	347
444	348
445	348
446	349
447	349
448	350
449	352
450	353
451	353
452	354
453	354
454	355
455	357
456	358
457	358
458	358
459	360
460	361
461	361
462	362
463	362
464	363
465	365
466	366
467	366
468	367
469	367
470	368
471	370
472	371
473	370
474	370
475	371
476	371
477	372
478	374
479	375
480	375
481	376
482	376
483	377
484	379
485	380
486	380
487	381
488	381
489	382
490	384
491	385
492	385
493	386
494	386
495	387
496	389
497	390
498	390
499	391
500	391
501	392
502	394
503	395
504	395
505	395
506	397
507	398
508	398
509	399
510	399
511	400
512	402
513	403
514	403
515	404
516	404
517	405
518	407
519	408
520	407
521	407
522	408
523	408
524	409
525	411
526	412
527	412
528	413
529	413
530	414
531	416
532	417
533	417
534	418
535	418
536	419
537	421
538	422
539	422
540	423
541	423
542	424
543	426
544	427
545	427
546	428
547	428
548	429
549	431
550	432
551	432
552	432
553	434
554	435
555	435
556	436
557	436
558	437
559	439
560	440
561	440
562	441
563	441
564	442
565	444
566	445
567	444
568	444
569	445
570	445
571	446
572	448
573	449
574	449
575	450
576	450
577	451
578	453
579	454
580	454
581	455
582	455
583	456
584	458
585	459
586	459
587	460
588	460
589	461
590	463
591	464
592	464
593	465
594	465
595	466
596	468
597	469
598	469
599	469
600	471
601	472
602	472
603	473
604	473
605	474
606	476
607	477
608	477
609	478
610	478
611	479
612	481
613	482
614	481
615	481
616	482
617	482
618	483
619	485
620	486
621	486
622	487
623	487
624	488
625	490
626	491
627	491
628	492
629	492
630	493
631	495
632	496
633	496
634	497
635	497
636	498
637	500
638	501
639	501
640	502
641	502
642	503
643	505
644	506
645	506
646	506
647	508
648	509
649	509
650	510
651	510
652	511
653	513
654	514
655	514
656	515
657	515
658	516
659	518
660	519
661	518
662	518
663	519
664	519
665	520
666	522
667	523
668	522
669	522
670	523
671	523
672	524
673	526
674	527
675	527
676	528
677	528
678	529
679	531
680	532
681	532
682	533
683	533
684	534
685	536
686	537
687	537
688	538
689	538
690	539
691	541
692	542
693	542
694	543
695	543
696	544
697	546
698	547
699	547
700	547
701	549
702	550
703	550
704	551
705	551
706	552
707	554
708	555
709	555
710	556
711	556
712	557
713	559
714	560
715	559
716	559
717	560
718	560
719	561
720	563
721	564
722	564
723	565
724	565
725	566
726	568
727	569
728	569
729	570
730	570
731	571
732	573
733	574
734	574
735	575
736	575
737	576
738	578
739	579
740	579
741	580
742	580
743	581
744	583
745	584
746	584
747	584
748	586
749	587
750	587
751	588
752	588
753	589
754	591
755	592
756	592
757	593
758	593
759	594
760	596
761	597
762	596
763	596
764	597
765	597
766	598
767	600
768	601
769	601
770	602
771	602
772	603
773	605
774	606
775	606
776	607
777	607
778	608
779	610
780	611
781	611
782	612
783	612
784	613
785	615
786	616
787	616
788	617
789	617
790	618
791	620
792	621
793	621
794	621
795	623
796	624
797	624
798	625
799	625
800	626
801	628
802	629
803	629
804	630
805	630
806	631
807	633
808	634
809	633
810	633
811	633
812	635
813	636
814	636
815	637
816	637
817	638
818	640
819	641
820	641
821	642
822	642
823	643
824	645
825	646
826	646
827	647
828	647
829	648
830	650
831	651
832	651
833	652
834	652
835	653
836	655
837	656
838	656
839	657
840	656
841	658
842	659
843	659
844	660
845	660
846	661
847	663
848	664
849	664
850	665
851	665
852	666
853	668
854	669
855	668
856	668
857	669
858	669
859	670
860	672
861	673
862	673
863	674
864	674
865	675
866	677
867	678
868	678
869	679
870	679
871	680
872	682
873	683
874	683
875	684
876	684
877	685
878	687
879	688
880	688
881	689
882	689
883	690
884	692
885	693
886	693
887	693
888	695
889	696
890	696
891	697
892	697
893	698
894	700
895	701
896	701
897	702
898	702
899	703
900	705
901	706
902	705
903	705
904	706
905	706
906	707
907	709
908	710
909	710
910	711
911	711
912	712
913	714
914	715
915	715
916	716
917	716
918	717
919	719
920	720
921	720
922	721
923	721
924	722
925	724
926	725
927	725
928	726
929	726
930	727
931	729
932	730
933	730
934	730
935	732
936	733
937	733
938	734
939	734
940	735
941	737
942	738
943	738
944	739
945	739
946	740
947	742
948	743
949	742
950	742
951	743
952	743
953	744
954	746
955	747
956	746
957	746
958	747
959	747
960	748
961	750
962	751
963	751
964	752
